S2801_C02_011E,county,S2801_C02_012E,state,S2501_C02_001E,S1901_C01_001E,S1501_C02_015E,S2301_C03_001E,S0101_C01_001E,cluster
19.2,97,67.4,26,5132,5132,19.1,49.1,10836,-1
17.0,49,72.6,26,166838,166838,20.4,51.0,410881,-1
31.8,163,52.1,28,8642,8642,14.3,36.3,27496,0
25.1,7,57.6,28,7174,7174,12.3,46.9,18731,0
22.6,9,52.8,28,2960,2960,10.3,43.7,8306,0
20.8,37,69.0,28,3097,3097,16.2,47.9,7772,-1
33.7,27,52.7,28,8969,8969,16.9,46.0,24296,0
26.6,61,47.2,28,6817,6817,13.9,49.2,16547,0
24.8,67,50.5,28,24663,24663,18.4,51.0,68328,-1
30.3,147,47.1,28,5903,5903,10.3,48.2,14670,0
29.1,95,57.1,28,14042,14042,16.5,50.9,35967,0
22.9,115,56.8,28,10845,10845,14.9,57.9,31075,-1
26.3,133,54.6,28,8505,8505,14.5,39.2,26915,0
22.7,155,59.3,28,3842,3842,18.1,45.1,9868,-1
23.3,3,60.1,28,14675,14675,15.9,50.6,37242,0
24.9,1,68.1,28,11509,11509,17.4,40.4,31583,-1
25.2,25,60.5,28,7681,7681,19.3,48.6,19990,0
11.1,33,79.9,28,61158,61158,23.5,64.4,173267,-1
22.1,31,54.2,28,6919,6919,16.1,49.5,19172,-1
34.9,103,46.4,28,4002,4002,12.9,46.4,10942,0
23.6,99,57.5,28,10773,10773,14.1,55.5,29437,-1
10.8,121,80.5,28,55226,55226,29.2,61.1,149645,1
20.9,137,65.2,28,10016,10016,16.1,51.7,28333,-1
23.9,39,61.4,28,7220,7220,11.9,44.5,23545,0
25.7,43,57.3,28,7889,7889,18.1,46.9,21379,0
17.7,49,70.1,28,89153,89153,28.6,55.9,243249,-1
34.4,63,56.8,28,2453,2453,12.7,31.7,7463,0
23.6,101,57.6,28,8010,8010,16.3,48.9,21437,0
22.1,145,63.5,28,9927,9927,14.7,53.0,28202,0
26.1,117,64.3,28,9533,9533,12.3,47.1,25389,0
33.0,125,61.4,28,1809,1809,21.5,42.0,4631,-1
23.9,139,60.5,28,8204,8204,14.5,53.1,21993,0
30.2,19,52.9,28,3198,3198,17.3,45.5,8360,0
15.1,35,70.4,28,28063,28063,26.7,53.5,75835,-1
15.3,45,73.5,28,19145,19145,20.9,50.9,46277,-1
21.1,57,68.2,28,8813,8813,13.0,49.6,23439,0
10.4,71,76.2,28,19767,19767,41.9,55.5,52744,-1
41.2,55,49.2,28,437,437,6.1,29.5,1296,0
15.3,59,72.8,28,50994,50994,20.7,54.4,141314,-1
18.3,87,64.3,28,22630,22630,23.6,51.4,59558,-1
40.6,83,40.3,28,10477,10477,17.9,40.2,30113,0
18.6,143,61.0,28,3983,3983,17.1,55.7,10276,-1
33.4,157,46.0,28,2882,2882,14.9,31.9,9084,0
34.8,21,57.1,28,3187,3187,18.8,32.5,9106,0
16.8,47,74.9,28,77630,77630,22.2,53.8,200491,-1
36.8,65,42.0,28,4798,4798,15.0,40.8,11639,0
22.2,75,60.9,28,29892,29892,20.1,52.1,78221,-1
28.1,85,53.9,28,12806,12806,15.0,48.3,34542,0
30.8,123,47.5,28,10096,10096,12.7,50.5,28399,0
30.2,127,53.0,28,9322,9322,13.3,48.5,27215,0
29.4,159,55.6,28,7411,7411,15.9,49.6,18482,0
30.6,53,52.9,28,3119,3119,13.6,41.3,8678,0
39.5,51,32.9,28,6280,6280,10.7,35.2,18267,0
36.7,5,51.7,28,4994,4994,13.2,44.6,12574,0
11.7,89,78.5,28,38405,38405,46.5,64.8,102212,-1
29.9,13,54.7,28,5853,5853,11.2,45.8,14617,0
29.1,91,52.2,28,9667,9667,12.9,45.7,25466,0
23.0,141,60.6,28,7606,7606,11.5,50.4,19476,0
26.4,153,56.8,28,7762,7762,12.6,48.7,20458,0
23.8,41,63.7,28,4174,4174,8.7,35.1,13801,0
27.9,93,50.3,28,13084,13084,13.1,49.5,35981,0
35.0,119,48.0,28,3072,3072,11.8,39.4,7537,0
29.3,11,55.0,28,12267,12267,22.9,43.7,33121,-1
10.7,73,79.3,28,22022,22022,35.9,59.2,60517,1
18.5,81,69.7,28,32485,32485,23.5,58.5,84840,-1
29.6,113,49.1,28,14962,14962,15.9,46.2,39763,0
34.7,135,49.0,28,4296,4296,10.1,32.1,14552,0
28.4,129,44.3,28,5850,5850,11.0,51.4,16114,0
22.0,131,65.6,28,5979,5979,15.0,52.4,17981,0
20.8,149,70.8,28,18559,18559,22.9,52.2,47510,-1
29.2,23,52.1,28,6365,6365,13.3,47.7,16089,0
37.8,69,39.8,28,3695,3695,13.1,42.7,10082,0
28.7,97,60.4,28,4524,4524,21.0,50.2,10309,-1
15.3,105,72.4,28,17393,17393,42.6,50.0,49392,-1
16.9,109,69.9,28,20710,20710,15.0,47.9,55049,-1
29.5,79,50.6,28,8228,8228,12.1,50.2,22936,0
25.8,151,60.9,28,18249,18249,19.0,46.9,48002,-1
33.7,77,45.7,28,4822,4822,13.8,47.6,12659,0
29.6,107,50.0,28,12449,12449,14.4,47.8,34229,0
24.2,111,59.7,28,4476,4476,10.6,44.9,12047,0
32.4,161,44.9,28,5196,5196,14.0,53.2,12426,0
31.0,17,52.2,28,6454,6454,11.8,49.9,17305,0
28.3,15,58.7,28,3592,3592,16.4,44.4,10221,0
32.9,29,45.6,28,9778,9778,13.3,45.5,28748,0
14.5,75,76.7,27,5082,5082,29.0,54.1,10578,-1
13.0,169,80.4,27,19228,19228,29.6,66.8,50992,1
18.1,45,72.7,27,8614,8614,20.7,65.4,20825,1
12.9,59,78.8,27,14571,14571,17.3,66.0,38584,1
16.9,63,75.0,27,4350,4350,20.2,65.2,10104,1
15.6,99,76.5,27,15524,15524,20.7,62.2,39386,1
17.4,95,72.6,27,10116,10116,15.5,60.5,25635,1
18.6,129,65.3,27,6219,6219,14.5,63.1,14798,-1
17.9,33,73.0,27,4837,4837,20.4,59.7,11437,-1
14.7,55,79.5,27,8114,8114,23.2,66.6,18709,1
6.1,163,89.8,27,92005,92005,42.3,68.3,250979,1
6.2,139,88.2,27,47864,47864,38.9,73.4,141463,-1
8.3,3,86.7,27,126072,126072,28.7,69.4,344861,-1
12.4,79,78.4,27,10844,10844,21.9,67.1,27810,1
10.9,145,79.6,27,58657,58657,27.2,69.3,155300,-1
26.7,87,62.4,27,1947,1947,12.1,55.7,5500,0
10.1,25,83.5,27,19871,19871,21.2,65.5,54297,-1
10.6,39,83.7,27,7690,7690,24.6,71.5,20485,-1
19.4,73,72.1,27,3171,3171,19.0,61.0,6840,1
15.8,157,76.8,27,8867,8867,21.6,65.6,21490,1
20.1,77,43.1,27,1533,1533,17.0,64.6,3841,-1
16.7,111,72.5,27,24300,24300,24.7,60.4,57790,-1
20.3,117,71.4,27,4019,4019,20.5,60.4,9229,-1
12.9,35,80.6,27,26314,26314,24.6,59.0,63505,-1
6.7,37,87.2,27,158777,158777,41.1,71.4,414655,1
17.9,127,68.8,27,6310,6310,18.4,61.8,15430,-1
22.8,81,69.2,27,2484,2484,19.7,61.9,5724,-1
16.8,173,74.4,27,4157,4157,15.8,63.3,9930,1
18.5,89,71.5,27,3953,3953,20.1,64.5,9397,1
14.3,7,77.1,27,17076,17076,27.0,59.3,45847,-1
16.8,119,76.3,27,12609,12609,24.5,63.8,31564,1
14.0,133,78.1,27,3985,3985,21.8,64.6,9433,1
20.8,115,66.2,27,10752,10752,13.9,52.6,29057,-1
16.9,143,71.4,27,5993,5993,16.6,66.7,14888,1
20.4,159,71.1,27,5704,5704,12.9,57.2,13626,-1
13.8,31,74.1,27,2700,2700,40.4,57.2,5270,-1
17.5,65,68.8,27,6353,6353,14.8,59.2,15948,-1
20.3,71,70.7,27,5629,5629,18.7,54.6,12776,-1
16.5,47,74.1,27,12958,12958,16.8,62.0,30619,1
8.5,53,84.2,27,499104,499104,48.2,68.8,1224763,-1
13.9,147,79.9,27,14450,14450,24.6,65.3,36612,1
18.8,167,72.8,27,2852,2852,20.8,64.3,6398,1
15.6,15,76.7,27,10668,10668,19.8,66.5,25243,1
16.3,23,75.5,27,5019,5019,17.8,65.5,12040,1
15.1,121,74.7,27,4898,4898,22.2,62.1,10932,1
10.4,123,82.9,27,208504,208504,41.5,65.4,537893,1
19.6,125,71.1,27,1718,1718,16.6,65.0,4017,1
14.2,27,75.4,27,23453,23453,33.2,68.6,62040,-1
21.1,29,69.6,27,3428,3428,15.3,53.1,8824,-1
13.7,67,78.1,27,16765,16765,22.6,65.5,42577,1
18.4,91,76.4,27,8685,8685,20.0,63.2,20084,1
16.0,105,74.1,27,7917,7917,14.5,63.7,21854,1
17.0,135,57.1,27,6123,6123,19.2,68.2,15537,-1
8.1,109,86.3,27,59804,59804,43.1,68.5,151685,1
20.2,155,70.1,27,1576,1576,17.6,59.7,3357,-1
22.9,165,63.6,27,4327,4327,15.2,65.0,10936,-1
11.8,9,78.7,27,16005,16005,22.1,67.4,39360,1
6.7,19,87.7,27,35342,35342,47.5,74.4,98799,1
16.2,93,72.9,27,9164,9164,19.1,63.9,23105,1
16.3,61,75.6,27,19356,19356,22.7,55.0,45237,-1
16.6,21,73.5,27,12965,12965,21.6,52.6,28810,-1
14.0,149,76.3,27,3630,3630,28.8,65.6,9759,1
19.9,151,70.6,27,4217,4217,17.0,62.8,9448,1
18.6,1,67.9,27,7709,7709,16.7,46.3,15841,-1
12.2,49,80.5,27,19345,19345,24.7,64.8,46138,1
19.1,43,71.6,27,6245,6245,17.3,62.9,13966,1
25.1,107,61.1,27,2733,2733,17.5,60.0,6589,-1
12.3,161,80.0,27,7375,7375,20.2,63.4,18898,1
8.4,171,83.9,27,46568,46568,27.4,72.2,131130,-1
15.6,137,75.2,27,85662,85662,28.4,59.0,200294,-1
9.6,13,83.2,27,25558,25558,32.2,68.4,65767,1
11.9,103,82.3,27,12662,12662,32.2,69.2,33477,1
13.9,41,77.2,27,16175,16175,25.2,63.9,36891,1
15.9,51,73.3,27,2536,2536,18.6,60.2,5923,1
21.3,69,57.3,27,1891,1891,23.2,61.9,4384,-1
6.5,141,86.6,27,31181,31181,27.4,70.8,92024,-1
17.1,17,70.5,27,13413,13413,21.5,59.5,35408,-1
11.6,83,80.8,27,10060,10060,26.5,69.5,25789,1
21.4,153,69.6,27,9777,9777,14.5,58.6,24423,-1
19.4,97,72.3,27,13327,13327,16.4,63.4,32880,-1
16.8,5,74.4,27,13489,13489,24.0,61.5,33552,-1
17.5,113,72.8,27,5883,5883,18.7,66.7,14197,1
12.6,131,81.3,27,22899,22899,26.8,65.4,65251,1
23.2,11,70.5,27,2264,2264,16.8,58.0,5039,-1
13.4,85,79.7,27,14760,14760,18.0,68.1,35816,-1
13.3,57,76.7,27,8758,8758,26.6,57.0,20743,-1
17.4,101,74.4,27,3713,3713,18.1,62.0,8394,1
21.4,91,66.0,29,16204,16204,15.4,52.2,40139,-1
9.0,101,82.4,29,19918,19918,28.4,55.8,53941,-1
20.1,105,66.4,29,13825,13825,13.7,53.7,35488,-1
14.5,95,76.6,29,280174,280174,30.2,62.5,688554,-1
17.8,109,71.9,29,14636,14636,15.9,56.6,38131,-1
20.3,87,69.4,29,2111,2111,21.7,57.3,4499,-1
20.3,131,65.9,29,9514,9514,16.0,56.2,24947,-1
10.9,169,78.4,29,15375,15375,25.8,37.9,53132,-1
17.8,107,71.9,29,13224,13224,18.3,58.5,32655,-1
27.7,185,61.8,29,4135,4135,13.6,43.4,9396,0
19.8,171,63.3,29,1956,1956,18.1,52.2,4846,-1
12.3,213,75.5,29,22142,22142,17.8,55.4,54308,-1
23.3,215,60.0,29,9303,9303,13.8,42.8,25714,0
15.5,1,73.1,29,9595,9595,31.0,52.5,25437,-1
25.0,197,57.2,29,1669,1669,14.0,56.0,4450,-1
19.0,199,70.1,29,1870,1870,12.6,59.4,4883,-1
27.2,211,64.7,29,2283,2283,10.7,53.8,6382,0
18.5,21,71.7,29,33304,33304,19.9,59.2,89425,-1
22.2,25,68.0,29,3741,3741,17.4,53.9,9046,-1
17.4,27,68.9,29,16105,16105,21.6,55.4,44793,-1
24.0,103,60.4,29,1602,1602,15.9,52.1,3976,0
16.9,127,73.4,29,11311,11311,20.9,57.9,28703,-1
23.5,139,62.8,29,4844,4844,12.9,54.3,11618,0
14.9,29,74.3,29,16340,16340,22.0,45.5,44855,-1
23.9,45,68.0,29,2907,2907,13.2,58.4,6807,-1
16.1,97,67.9,29,46009,46009,22.7,61.3,118522,-1
9.1,37,82.0,29,38706,38706,25.8,62.7,101888,-1
12.7,49,76.0,29,8185,8185,18.5,59.3,20495,-1
11.2,99,80.5,29,83744,83744,19.8,62.2,222639,-1
19.7,111,71.8,29,3754,3754,14.4,60.0,10078,-1
24.5,119,52.8,29,8137,8137,12.7,51.5,22753,0
16.6,53,70.0,29,6410,6410,20.7,54.9,17620,-1
22.9,59,60.9,29,6156,6156,12.1,45.8,16441,0
20.2,75,73.0,29,2662,2662,20.0,58.4,6688,-1
24.3,85,66.3,29,3983,3983,9.8,40.2,9352,0
21.4,135,61.0,29,5373,5373,17.5,54.3,15904,-1
23.8,143,62.4,29,7309,7309,12.6,48.6,18030,0
18.8,157,72.9,29,7529,7529,16.3,61.0,19135,1
17.6,167,72.8,29,11717,11717,20.3,55.9,31347,-1
23.5,61,69.6,29,3083,3083,17.3,55.5,8300,-1
19.9,151,61.4,29,5108,5108,18.8,63.9,13610,-1
22.2,181,64.8,29,5397,5397,11.9,49.0,13807,0
19.0,207,68.9,29,11773,11773,14.1,53.3,29634,-1
15.2,219,75.8,29,12032,12032,18.7,56.3,33554,-1
24.6,221,60.5,29,9048,9048,8.9,45.7,24968,0
28.8,129,65.0,29,1390,1390,17.6,55.7,3669,-1
24.7,123,62.7,29,4867,4867,12.5,51.3,12226,0
24.2,229,62.5,29,7488,7488,11.8,46.6,18304,0
8.1,47,84.6,29,89709,89709,31.9,66.9,236068,1
30.7,125,58.7,29,3667,3667,13.6,50.8,8959,0
13.4,161,77.2,29,17330,17330,28.7,52.4,44873,-1
6.1,165,88.0,29,38147,38147,41.5,68.0,96899,1
16.5,217,73.2,29,8170,8170,17.3,58.5,20665,1
22.1,65,66.6,29,6087,6087,12.9,47.8,15566,0
20.4,195,70.7,29,8754,8754,18.7,57.5,23010,-1
13.2,147,74.8,29,8493,8493,26.8,59.2,22744,-1
23.6,227,68.8,29,888,888,19.1,57.6,2053,-1
26.8,41,65.9,29,2842,2842,16.4,51.6,7586,0
24.5,79,68.6,29,4018,4018,17.9,56.4,10111,-1
24.6,141,59.1,29,7774,7774,12.6,44.1,20097,0
25.2,223,63.5,29,5482,5482,12.1,41.5,13369,0
23.9,17,63.1,29,4805,4805,9.4,50.0,12347,0
14.5,31,77.8,29,29613,29613,29.8,59.5,78013,-1
20.0,205,70.3,29,2446,2446,15.7,61.1,6084,1
21.3,225,65.5,29,13311,13311,15.7,53.4,37558,-1
21.4,5,70.0,29,2492,2492,23.3,60.3,5335,-1
18.3,13,69.6,29,6704,6704,15.0,56.4,16405,-1
20.2,187,71.8,29,24661,24661,13.3,48.9,66248,-1
19.4,510,68.1,29,139741,139741,34.1,58.8,314867,-1
15.7,3,75.3,29,6874,6874,25.1,60.9,17358,1
19.8,23,66.9,29,16550,16550,15.9,50.0,42826,-1
21.9,33,65.8,29,3618,3618,17.1,52.0,8909,-1
24.2,149,56.0,29,4375,4375,12.8,48.0,10779,0
30.5,155,62.5,29,6875,6875,12.0,47.7,17344,0
16.9,159,72.4,29,16031,16031,17.7,56.8,42309,-1
17.8,186,70.5,29,7185,7185,15.6,58.9,17882,1
32.2,203,52.5,29,3158,3158,14.2,43.8,8273,0
19.8,175,70.9,29,8348,8348,14.6,50.4,24987,-1
12.7,113,77.6,29,18698,18698,15.7,59.3,54800,-1
24.2,133,66.5,29,5128,5128,11.4,43.1,13916,0
24.3,137,64.1,29,3615,3615,14.4,55.9,8676,0
16.0,173,77.6,29,3994,3994,13.2,60.4,10208,-1
15.5,177,72.6,29,8684,8684,14.4,58.0,22859,-1
23.6,179,65.3,29,2628,2628,9.8,48.9,6361,0
23.4,15,62.7,29,7982,7982,11.6,38.3,18918,0
23.1,35,61.0,29,2403,2403,12.3,50.6,6255,0
22.2,57,64.9,29,3107,3107,15.1,50.2,7581,0
22.2,115,68.2,29,4997,4997,14.8,57.1,12248,-1
27.3,67,57.7,29,5173,5173,9.4,45.9,13391,0
24.1,69,63.6,29,12760,12760,12.9,49.0,30905,0
21.6,7,69.3,29,9457,9457,13.7,52.0,25763,-1
9.3,43,79.5,29,30774,30774,27.9,61.6,83028,1
22.9,63,68.3,29,3854,3854,14.5,40.0,12564,0
13.5,71,75.0,29,40612,40612,20.4,61.3,102413,-1
18.2,83,70.3,29,9294,9294,15.9,50.7,21834,-1
19.6,89,68.9,29,3713,3713,25.5,59.4,10144,-1
12.7,77,74.5,29,119989,119989,30.5,59.3,286759,-1
18.7,81,73.8,29,3528,3528,14.5,56.8,8615,-1
18.5,145,67.3,29,22151,22151,19.4,59.0,58237,-1
28.1,153,57.8,29,4075,4075,13.6,39.9,9328,0
21.7,163,68.4,29,6741,6741,15.5,50.6,18517,-1
10.5,189,82.9,29,402307,402307,42.8,61.8,999539,1
20.2,201,71.4,29,15241,15241,13.6,55.9,38858,-1
6.8,183,87.3,29,142554,142554,37.1,68.3,385115,1
15.1,209,74.6,29,12880,12880,18.4,45.4,31529,-1
21.2,9,58.5,29,13091,13091,12.8,50.4,35398,-1
26.5,11,58.9,29,4939,4939,17.4,56.0,11942,-1
7.8,19,82.3,29,68898,68898,45.9,65.0,174589,1
25.5,39,64.4,29,5879,5879,13.8,45.0,13862,0
14.2,51,70.0,29,29642,29642,31.4,59.9,76749,-1
24.6,55,65.8,29,9286,9286,11.2,48.7,24387,0
17.1,73,72.8,29,6135,6135,17.1,56.4,14769,-1
23.2,93,60.4,29,4062,4062,11.7,45.4,10286,0
19.2,117,67.5,29,5813,5813,18.8,54.4,15025,-1
24.0,121,65.2,29,6023,6023,15.3,52.9,15319,0
36.7,35,54.3,30,4181,4181,18.4,46.9,13677,0
12.4,25,75.2,30,1241,1241,15.9,71.2,2925,-1
17.1,19,72.9,30,876,876,23.0,63.6,1788,1
18.5,37,72.3,30,325,325,20.6,56.4,747,-1
17.3,45,73.2,30,925,925,28.3,56.9,1965,-1
18.9,93,71.8,30,15256,15256,25.9,57.8,34514,-1
14.3,95,78.2,30,3797,3797,25.0,59.3,9342,-1
20.6,23,70.7,30,3984,3984,17.1,49.0,9131,-1
12.3,43,78.0,30,4512,4512,32.9,55.3,11625,-1
15.7,39,75.1,30,1309,1309,25.0,44.9,3206,-1
23.9,55,68.3,30,720,720,17.4,60.1,1728,-1
24.5,107,64.6,30,820,820,17.8,60.1,2108,-1
18.0,57,68.7,30,3487,3487,30.3,56.8,7902,-1
23.9,87,67.8,30,3205,3205,18.8,57.8,9292,-1
12.9,91,77.9,30,1661,1661,20.8,65.2,3568,1
23.9,11,71.5,30,565,565,16.6,55.9,1320,-1
13.9,21,75.5,30,4045,4045,19.8,64.8,9324,1
26.7,3,60.1,30,3710,3710,17.6,52.1,13290,0
16.9,7,70.0,30,2405,2405,28.6,55.0,5755,-1
15.8,47,70.3,30,11796,11796,26.0,51.4,29518,-1
11.6,49,79.0,30,27534,27534,37.5,63.8,66290,1
22.5,73,66.7,30,2218,2218,22.1,56.1,6081,-1
11.1,111,81.2,30,64020,64020,30.2,65.2,156332,1
8.5,63,82.1,30,47963,47963,42.6,65.3,114231,-1
13.0,81,75.8,30,16936,16936,26.5,51.6,41387,-1
15.5,105,72.6,30,3432,3432,21.1,62.4,7561,1
18.7,13,73.7,30,34383,34383,27.3,56.6,81816,-1
16.2,27,75.2,30,4953,4953,29.5,60.5,11327,-1
22.8,33,71.0,30,451,451,17.5,64.8,1086,-1
21.2,61,65.8,30,1694,1694,15.2,44.9,4194,-1
16.5,69,75.7,30,206,206,25.3,64.6,453,1
16.7,77,66.9,30,2400,2400,18.2,42.3,6852,-1
25.1,89,66.7,30,4994,4994,17.3,42.9,11414,-1
27.2,109,54.9,30,497,497,22.7,62.3,1121,-1
5.7,31,85.9,30,40723,40723,48.8,69.0,100733,1
21.8,59,64.7,30,777,777,19.6,58.2,2000,-1
16.0,9,73.8,30,4565,4565,31.1,58.3,10466,-1
15.1,1,73.1,30,3978,3978,33.0,58.1,9360,-1
12.3,29,80.9,30,38006,38006,29.1,60.1,96147,1
18.6,65,75.5,30,2073,2073,15.0,48.1,4766,-1
20.7,71,68.8,30,1791,1791,18.1,51.8,4139,-1
16.0,17,77.8,30,4875,4875,22.4,66.3,11895,1
18.0,41,73.1,30,6208,6208,23.7,57.3,16468,-1
22.5,15,69.7,30,2290,2290,25.6,54.2,5812,-1
14.7,75,74.6,30,764,764,25.6,68.4,1610,1
19.4,53,70.9,30,8244,8244,20.4,40.4,19249,-1
14.4,67,76.5,30,7552,7552,34.1,61.1,16001,-1
28.2,85,65.0,30,3203,3203,15.5,48.3,11218,0
13.7,103,70.7,30,365,365,23.1,59.1,790,-1
23.8,5,63.7,30,2314,2314,20.7,51.4,6646,-1
25.0,51,63.4,30,859,859,16.3,59.5,2245,-1
20.2,97,71.7,30,1531,1531,25.4,55.2,3646,-1
15.7,83,74.8,30,4523,4523,19.7,67.4,11405,1
15.6,99,73.1,30,2413,2413,23.7,57.6,6040,-1
22.8,79,71.8,30,549,549,20.5,59.4,1325,-1
18.0,101,72.7,30,1871,1871,14.8,52.9,5031,-1
22.1,95,70.4,31,3308,3308,14.7,62.6,7276,-1
11.1,19,80.8,31,18923,18923,33.6,71.1,48834,1
22.0,37,68.8,31,3681,3681,14.4,68.9,10616,-1
14.5,1,76.9,31,12659,12659,23.5,63.7,31564,1
14.9,99,76.9,31,2745,2745,22.3,67.8,6547,1
15.0,101,79.3,31,3989,3989,22.0,61.3,8129,1
22.4,115,67.8,31,245,245,22.9,65.7,537,-1
15.4,49,71.2,31,833,833,18.1,64.1,1901,1
23.5,87,66.4,31,1273,1273,17.4,59.0,2860,1
19.7,113,67.8,31,366,366,22.7,65.1,919,-1
16.6,141,76.8,31,12937,12937,21.5,69.9,32875,-1
26.1,161,66.8,31,2306,2306,25.8,62.5,5241,-1
8.5,109,84.5,31,120962,120962,37.9,68.6,306357,1
21.5,75,71.9,31,274,274,23.0,61.3,682,-1
21.9,77,65.1,31,1015,1015,17.3,61.2,2436,-1
16.6,79,76.3,31,22817,22817,19.8,68.5,61233,-1
18.2,85,74.5,31,423,423,17.2,64.1,957,1
16.5,131,74.0,31,6439,6439,21.4,65.5,15875,1
16.5,145,71.9,31,4598,4598,18.7,64.3,10870,1
17.4,69,68.7,31,897,897,24.2,57.8,1913,-1
24.7,91,61.1,31,316,316,25.6,51.2,684,-1
15.2,119,74.3,31,14236,14236,20.4,67.9,35062,1
11.2,135,82.5,31,1247,1247,22.9,64.1,2904,1
12.9,137,77.2,31,3870,3870,26.0,66.2,9163,1
17.8,11,76.2,31,2277,2277,19.8,65.1,5357,1
17.6,129,72.8,31,1985,1985,19.1,62.4,4318,1
21.4,149,69.9,31,655,655,18.9,64.7,1381,-1
14.8,155,76.2,31,8150,8150,26.5,67.7,20953,1
16.5,157,74.9,31,14425,14425,22.1,62.0,36509,1
7.0,7,83.3,31,300,300,17.4,68.4,728,-1
20.1,63,68.5,31,1113,1113,19.5,57.8,2624,-1
9.4,179,80.9,31,3602,3602,32.4,67.2,9409,1
15.0,103,80.5,31,334,334,20.6,71.7,720,-1
18.4,123,71.1,31,2017,2017,18.9,62.9,4903,1
16.6,127,73.1,31,2814,2814,28.0,59.9,7041,-1
17.9,27,75.5,31,3508,3508,18.4,69.0,8561,-1
20.6,45,70.6,31,3557,3557,37.0,60.9,8972,-1
12.7,159,78.3,31,6496,6496,28.1,64.7,17045,1
17.7,171,77.5,31,293,293,29.0,69.2,643,-1
13.0,43,72.9,31,7427,7427,12.6,67.0,20529,-1
19.4,181,70.6,31,1499,1499,22.8,61.4,3597,-1
19.8,3,71.4,31,2748,2748,18.6,62.4,6406,1
23.8,97,70.3,31,1869,1869,17.3,45.7,5200,-1
14.3,33,73.6,31,4400,4400,26.3,70.9,10012,-1
15.1,47,74.2,31,8898,8898,15.8,67.6,23925,1
17.2,29,75.4,31,1671,1671,19.4,65.9,3803,1
19.0,23,73.0,31,3400,3400,18.7,63.9,8105,1
22.2,71,60.6,31,893,893,19.5,62.4,1958,-1
19.1,163,70.5,31,1378,1378,18.3,61.0,3048,1
16.2,105,71.7,31,1546,1546,17.5,59.3,3688,-1
22.5,107,67.6,31,3662,3662,20.8,63.2,8496,-1
12.7,55,80.8,31,213689,213689,37.9,67.6,549706,1
21.6,147,71.1,31,3798,3798,19.4,60.1,8045,-1
26.6,117,62.0,31,192,192,25.2,65.2,432,-1
22.7,125,71.5,31,1553,1553,18.3,62.4,3569,-1
27.8,133,67.1,31,1238,1238,15.9,54.6,2704,-1
14.9,35,75.6,31,2616,2616,17.8,63.0,6264,1
20.9,5,71.8,31,177,177,29.9,59.4,421,-1
20.2,41,65.9,31,4792,4792,21.7,65.3,10836,-1
15.5,167,76.2,31,2351,2351,17.6,69.3,6020,1
21.6,175,65.7,31,1934,1934,20.3,68.4,4252,-1
19.0,61,70.7,31,1367,1367,20.0,59.4,3019,-1
14.0,143,80.1,31,2038,2038,20.9,65.0,5244,1
18.4,93,72.7,31,2656,2656,20.1,66.2,6385,1
14.5,111,76.2,31,15025,15025,22.2,62.4,35569,1
18.0,89,67.8,31,4569,4569,21.0,70.3,10293,-1
18.5,183,71.2,31,378,378,19.1,69.0,846,-1
19.2,83,74.8,31,1590,1590,18.7,57.5,3469,-1
13.6,185,79.3,31,5623,5623,28.1,64.3,13832,1
12.5,9,78.4,31,232,232,24.2,69.1,502,1
17.3,67,75.7,31,9255,9255,20.3,64.2,21632,1
11.3,81,81.2,31,3722,3722,25.7,66.9,9149,1
18.4,121,69.7,31,3251,3251,17.6,66.9,7829,-1
17.5,139,75.0,31,2985,2985,22.5,65.9,7175,1
20.2,65,71.5,31,2172,2172,18.2,61.9,4814,1
17.6,73,74.6,31,885,885,24.1,66.9,2019,1
18.1,151,73.3,31,5073,5073,13.4,62.6,14325,-1
20.2,165,67.4,31,579,579,26.6,64.4,1256,-1
23.1,21,66.0,31,2885,2885,19.1,57.7,6546,-1
9.4,25,83.0,31,9894,9894,26.8,66.3,25513,1
6.0,153,88.7,31,63851,63851,39.5,70.1,175188,1
21.8,39,67.4,31,3790,3790,21.2,67.9,9039,-1
18.6,169,75.3,31,2337,2337,20.7,61.4,5133,1
16.6,13,76.4,31,4610,4610,17.4,63.3,11200,1
22.6,17,68.2,31,1475,1475,18.2,63.4,3058,-1
17.5,51,71.0,31,2307,2307,18.8,65.9,5765,1
19.0,57,73.3,31,875,875,21.1,59.9,2017,-1
23.0,173,61.8,31,2142,2142,16.0,54.0,7055,0
11.1,177,79.6,31,8133,8133,30.8,67.1,20414,1
24.5,15,65.4,31,905,905,20.2,61.4,2049,-1
18.2,31,76.9,31,2652,2652,20.1,70.6,5792,-1
14.8,53,74.9,31,15090,15090,19.0,64.2,36576,1
18.5,59,71.6,31,2443,2443,19.2,62.8,5603,1
10.9,5,81.7,33,30529,30529,32.6,62.5,76109,1
10.5,13,83.7,33,57247,57247,35.2,63.2,147958,1
10.0,9,81.3,33,34856,34856,39.3,60.2,89280,-1
6.8,15,88.5,33,119955,119955,40.6,68.4,302479,1
10.6,1,83.2,33,24579,24579,31.5,60.9,60383,1
12.4,19,78.7,33,17780,17780,25.9,60.7,43073,1
7.5,11,87.4,33,158139,158139,36.5,66.5,406371,1
8.8,17,83.6,33,48543,48543,35.7,65.9,126552,1
15.9,7,74.7,33,13879,13879,18.3,53.5,32119,-1
