"S0101_C01_001E","S1901_C01_012E","S2801_C02_011E","S2301_C04_001E","S0801_C01_046E","state","county"
3891,63607,12.7,4.2,26.7,"32","029"
445551,58595,10.2,6.8,21.4,"32","031"
2112436,54882,9.9,8.3,24.5,"32","003"
54219,49341,12.9,7.7,18.5,"32","510"
52303,50920,12.8,9.8,29.6,"32","019"
373362,77027,11.4,7.5,28.3,"34","021"
143570,89238,7.7,6.4,38.2,"34","037"
154952,50000,19.1,9,23.6,"34","011"
800401,57365,14.4,10.4,34.4,"34","013"
589699,65771,13.5,6.7,30.7,"34","029"
272926,57514,12.8,10.9,24.2,"34","001"
291372,81489,9.2,7.4,29.9,"34","015"
837288,83133,9.9,6.4,33.3,"34","023"
63776,63934,16.4,8,25.6,"34","033"
510996,65037,12.6,7.9,28.3,"34","007"
510563,63339,16.4,6,27.6,"34","031"
94549,62332,12.7,8.4,22.9,"34","009"
937920,91572,8.8,5.2,32.3,"34","003"
557320,73376,12.6,7.4,31.1,"34","039"
107088,75500,10.5,7.4,35.4,"34","041"
498847,107034,6.9,5.2,30.9,"34","027"
679756,62681,11.7,7.1,35.7,"34","017"
125717,110969,7.3,4.4,33.9,"34","019"
449192,82839,8.6,6.9,29.3,"34","005"
627551,91807,8.8,6,33.6,"34","025"
333316,106046,7,4.9,32,"34","035"
128221,49686,25.4,9.6,23.9,"35","045"
8447,26663,32.1,4,15.5,"35","037"
19497,42145,21.8,5.2,21.1,"35","027"
65454,42177,19.6,6.3,19.8,"35","005"
27049,36089,26.5,16,23.4,"35","006"
69505,59285,17.8,6.2,20.4,"35","025"
147514,57945,14.3,5.5,22.3,"35","049"
4216,38240,32,2.5,15.1,"35","059"
11254,29690,26.8,11.4,16.7,"35","051"
17098,34008,33.3,4.2,16.9,"35","053"
19313,35928,18.5,10.7,17.6,"35","041"
18031,110190,8.1,3.7,15.7,"35","028"
39455,33422,41.4,8.9,27.2,"35","039"
28203,29168,35.1,5.3,20.8,"35","047"
75845,43428,23.6,9.1,28.8,"35","061"
15534,35543,20.9,7.8,29.6,"35","057"
674855,50386,13.4,6.7,21.9,"35","001"
2016,31439,23,6.6,10.3,"35","011"
4426,26060,56.3,1.5,18.3,"35","019"
3547,42047,30.4,0,14.6,"35","003"
4446,31829,28.2,9,19.9,"35","023"
24319,27602,29.9,11.4,17.8,"35","029"
72849,30336,45.1,16.1,22.1,"35","031"
138815,60345,12.8,8,28.4,"35","043"
32809,35314,25.3,9.7,20.2,"35","055"
28382,40470,19.5,8.1,16.4,"35","017"
65130,43533,17.7,9.3,18.5,"35","035"
50283,41941,14.6,7.8,14.3,"35","009"
12522,33042,25.1,10,15.6,"35","007"
56793,60703,16,5.1,17.7,"35","015"
546,35096,42.4,6.5,23,"35","021"
4605,26644,44.3,8.2,31,"35","033"
213849,39114,17,9.3,20.8,"35","013"
308580,62293,12.2,5.3,20.4,"36","001"
130846,44304,17.6,7.7,18,"36","013"
2635121,52782,15.9,8.1,42.4,"36","047"
1653877,79781,10.9,6.2,31.8,"36","061"
49322,57153,15.1,6.5,23,"36","107"
47400,45359,19.5,7.3,21.4,"36","003"
47791,53214,16.9,6.2,27.6,"36","039"
4646,55587,17,11.2,25.3,"36","041"
62183,52527,16.3,6.6,26.2,"36","115"
196124,49064,14.5,7.2,19.7,"36","007"
78319,54664,16.4,5.9,23,"36","011"
78175,45571,19.9,7,21.9,"36","009"
49500,47449,18.9,7.3,24.5,"36","057"
1363069,105744,8.4,4.9,35.8,"36","059"
475948,76244,12.8,5.5,44,"36","085"
110817,48330,15.5,8.8,20.9,"36","089"
91442,53693,16.2,6.4,24.9,"36","117"
41584,49223,16.8,6.5,24.1,"36","073"
58537,54033,15.9,5.1,22.2,"36","037"
25083,51758,20.7,6,22.5,"36","123"
378174,75146,12,5.6,33.4,"36","071"
226632,77548,8.6,4.6,25.3,"36","091"
325027,88571,13.1,6.3,31,"36","087"
61481,61093,14,5,25.8,"36","021"
923995,54006,15.3,5.5,21.3,"36","029"
18112,47810,16.7,7.2,24.8,"36","097"
104415,56200,8.3,4.8,18.6,"36","109"
64701,60222,12.6,4.8,22.8,"36","113"
48763,48567,15.7,6.7,24.1,"36","017"
48334,52451,17.2,4.9,20.5,"36","023"
295685,75585,10,6.7,32.2,"36","027"
748680,55272,13.3,6.6,20.1,"36","055"
232324,51316,15.9,6,19.6,"36","065"
26845,51475,17.4,7.6,24.5,"36","049"
212675,51656,17.8,6.2,22,"36","063"
71760,58365,14.6,4.4,23.3,"36","053"
155239,61315,12.6,7.3,22.9,"36","093"
75783,53877,17.1,9.3,30.6,"36","105"
975321,89968,10,6.5,34.1,"36","119"
45950,47921,18,7.1,24.4,"36","025"
38233,55294,15.1,6.7,21.9,"36","031"
116567,50322,10.6,8,17.4,"36","045"
31611,51842,16.9,7.5,29.7,"36","095"
1455846,36593,17.6,11.6,44.2,"36","005"
467669,57271,13.6,6.4,20.1,"36","067"
53955,48033,16.3,7.6,25,"36","035"
81224,52759,14,5.8,19.8,"36","019"
34843,51601,14.5,4.9,22.3,"36","099"
1497595,92838,9.1,5.4,32,"36","103"
180129,61652,11.8,7.1,28.2,"36","111"
159800,63166,11.7,5.8,24.4,"36","083"
99464,99608,6,5.3,39.2,"36","079"
62943,49077,17.4,8.2,23.1,"36","043"
51054,50733,19.2,8.2,20.9,"36","033"
40886,55459,16.2,6.5,24.7,"36","121"
86883,51251,14.3,5.3,19.6,"36","015"
109491,61710,11.7,4.7,23.2,"36","069"
64373,53654,12.8,4.8,25.5,"36","051"
119833,51755,11.9,8.6,24.8,"36","075"
2339280,62008,13.1,6.9,43.5,"36","081"
97539,50157,17,7,21.7,"36","101"
60750,51254,13.8,6.7,22.4,"36","077"
10336,68327,12.5,8.9,33.7,"37","029"
10753,37070,15.4,7.1,21.3,"37","043"
332766,44737,11.7,10,20.5,"37","051"
214049,46626,17.2,8.3,25.4,"37","071"
35445,32739,27.5,12.7,21.8,"37","165"
252268,48464,13.6,4.7,20.1,"37","021"
164118,45806,17.6,8.2,24.8,"37","057"
20434,48412,16.2,6.3,25.7,"37","149"
142827,43598,20,6.1,23.8,"37","151"
91566,41700,22.4,7.2,25.6,"37","157"
46124,44490,21.2,7,28.7,"37","169"
12331,34557,30.7,10.4,25.1,"37","187"
53421,41541,12.3,8.1,20,"37","189"
517197,49253,15.4,6.6,21.5,"37","081"
41725,45078,18.4,4.8,20.4,"37","099"
94191,54468,15.2,6.3,24,"37","125"
52300,33573,26.6,9.6,25.2,"37","083"
157844,44281,14.8,6,23.6,"37","001"
39546,47264,18.8,7,28.3,"37","139"
134187,32407,32.5,9.6,23.8,"37","155"
4090,32411,32.2,8.5,29.5,"37","177"
88898,40854,23.7,9.3,21.5,"37","023"
59350,36679,24.4,9.3,26.1,"37","061"
300865,56393,9.6,5.8,22.9,"37","063"
24262,35806,26.9,10,24.2,"37","091"
59805,49272,17.4,7.4,24.7,"37","105"
219866,51457,10.3,7,20.4,"37","129"
57630,49357,14.2,8.3,28.9,"37","141"
124496,41766,16.9,9.7,21.9,"37","191"
21059,36989,20.1,9.4,25.8,"37","079"
59854,45538,19,5.1,22.8,"37","087"
15155,42534,24.9,4.7,25.6,"37","121"
1023811,73577,5.4,4.9,24.9,"37","183"
14370,41979,22.1,11.9,28.2,"37","041"
10935,38944,22.6,5.7,25,"37","005"
81805,40735,20.6,7.9,23.4,"37","027"
156182,48649,16.3,7.4,22.6,"37","035"
56589,36261,28.8,7,26.4,"37","047"
57934,37515,20.8,11.6,22.2,"37","107"
80504,50782,16.5,7.9,30,"37","109"
27445,38254,27.8,5.9,24,"37","123"
44420,35246,24.2,11,22.6,"37","181"
27463,38115,22.3,7.7,24.6,"37","039"
25247,65758,10.3,4.8,37.2,"37","053"
222095,70858,7.8,6.1,29.5,"37","179"
192685,48162,8.3,10.6,21.4,"37","133"
141812,65522,6.9,5.2,22.2,"37","135"
45447,33607,25.8,10,21.5,"37","153"
66523,38573,24.4,8.7,25.8,"37","161"
68525,37173,22.1,7.5,23.3,"37","193"
368362,48369,13.3,6.9,21.4,"37","067"
63664,37765,24,9.5,25.6,"37","163"
60875,46017,17.1,8,25.7,"37","167"
14208,35271,39.3,7.4,18.7,"37","173"
17605,37610,28.8,8.3,28.7,"37","199"
25531,38123,25.1,13.4,27.8,"37","007"
68364,59684,14.1,5.6,28.7,"37","037"
97038,40002,26.7,10.3,24,"37","045"
103374,49391,12.2,8.1,21.6,"37","049"
72315,39071,24.7,5.1,24.5,"37","171"
94125,46187,20.1,7.9,21.9,"37","127"
37159,44523,23.6,6.7,25.6,"37","003"
34130,32396,25,7.9,24.7,"37","017"
54032,32929,27.6,10.2,22,"37","065"
45069,38776,20.4,7.4,23,"37","111"
63866,48344,17.3,7.3,31.7,"37","069"
186308,54610,12.1,6.5,29.9,"37","101"
58503,52089,16.1,6.6,28.6,"37","077"
128753,50323,12.5,9.3,29.2,"37","085"
52571,45713,15.8,12.4,27.1,"37","093"
112156,50454,14.7,3.5,21.6,"37","089"
9776,37256,27.1,11.5,27.4,"37","103"
34160,40659,20.4,4.9,21.4,"37","113"
39240,44921,20.8,10.9,30.7,"37","145"
122586,51164,10.8,7.8,24.2,"37","019"
5507,40532,27.6,11,24.7,"37","095"
169798,55957,12.7,7.2,25.6,"37","097"
1034290,61695,8.1,6.8,25.8,"37","119"
33291,44559,12.5,6.8,26.1,"37","175"
26833,40293,24.2,6.3,26.5,"37","009"
35412,55640,7.2,5.2,20.2,"37","055"
68699,51584,11.1,8,23.2,"37","031"
47316,41101,25.8,9,25.1,"37","013"
20426,33508,32,10.2,25.6,"37","131"
176484,43526,13.7,10.1,20.6,"37","147"
138940,46978,16.5,9.2,24.2,"37","159"
37825,41126,23.5,5.9,26.6,"37","197"
17535,37109,24.1,5.5,22.5,"37","011"
196716,60716,8.9,6.8,27.8,"37","025"
22833,39428,26.4,8.4,31,"37","033"
41766,53493,15,6.5,26.3,"37","059"
20190,35443,27.7,8.1,28.5,"37","185"
81379,42095,19.2,8.1,20.7,"37","195"
19913,31287,33.3,12.7,24.8,"37","015"
11601,52481,23,8.8,36.5,"37","073"
8607,36030,38.3,8.3,27.5,"37","075"
23227,35969,25.8,9.6,24,"37","117"
21347,40563,23,6.9,28.9,"37","115"
12803,45211,17,8.1,28.4,"37","137"
13506,44039,19.9,8.4,29.6,"37","143"
2368,54700,16.7,1.6,17.3,"38","001"
6651,58767,14.8,3.3,18.7,"38","009"
3883,60824,14,1,13.8,"38","081"
6875,44500,27.7,6.5,18,"38","005"
4272,45996,22.3,1.6,14.9,"38","069"
4089,54464,21.3,2,14.9,"38","103"
2543,66023,15.4,0.9,26.6,"38","075"
30059,65385,12.5,2.4,20.1,"38","059"
170620,58026,9,2.7,16,"38","017"
32916,89874,8.1,2,18.5,"38","105"
4349,68594,15.4,3.5,22.9,"38","025"
3389,46581,28.4,1.8,15.8,"38","029"
4420,40795,31.7,19.1,17.9,"38","085"
3226,65435,11.9,1.6,14.3,"38","011"
2680,46012,23.2,1.7,11.5,"38","051"
2971,52417,19,0.5,17.9,"38","063"
92372,67308,11.6,1.8,17.2,"38","015"
983,91518,24.2,3.9,27.6,"38","007"
5041,58357,11.2,2.6,13.4,"38","021"
16333,60551,14.7,2.4,18.2,"38","077"
1892,44018,22.8,0.9,14.3,"38","033"
1932,57379,18.7,1.7,14.4,"38","047"
2457,60225,21.9,1.3,23.7,"38","043"
11574,55927,17.9,1.3,12.9,"38","071"
2387,50875,23,2.4,22.1,"38","037"
5951,61788,18.2,2.2,26.5,"38","049"
10971,56237,16.8,3.1,17,"38","003"
2378,54223,22.9,2.4,17,"38","023"
7050,61393,21.1,3.1,16.9,"38","067"
3318,59500,16.9,1.1,12.9,"38","031"
2276,50272,23.3,3,18.8,"38","039"
11679,79316,8,3.9,17.4,"38","053"
1403,49750,21.6,3.6,23.8,"38","083"
674,61250,27.8,1.3,27.9,"38","087"
2601,56118,21.9,2.2,19.8,"38","041"
8637,80337,15.5,1.3,17.8,"38","057"
9607,63926,14.8,1.6,23.1,"38","055"
5411,62524,17,2.4,18.6,"38","073"
14657,36170,24.7,7.4,16.9,"38","079"
10920,50781,22.1,2.6,16.1,"38","099"
1822,71500,16.5,2.3,29.1,"38","065"
2258,54625,19.6,3.7,14.9,"38","095"
3817,65505,16.3,1.3,12.5,"38","019"
2321,55294,24.1,1.6,17.1,"38","027"
1915,65437,15.3,1.8,17.9,"38","091"
70130,51410,10.5,3.8,14.2,"38","035"
30316,77328,13.2,3.2,18.2,"38","089"
2253,71667,15.7,2.6,23.9,"38","013"
9986,69622,16.5,4.7,17.1,"38","061"
4106,57463,20.5,0.8,17.5,"38","045"
8050,60952,15,2.9,21.2,"38","097"
21058,56088,14.3,1.5,15,"38","093"
69628,64159,9.1,2.7,18.9,"38","101"
121533,44138,18.2,7.5,22.2,"39","139"
14498,42171,32.8,4.8,30.7,"39","121"
93895,77104,14.1,3.5,28.3,"39","055"
30203,42002,22.4,5.8,29,"39","053"
41328,52661,15.4,5.8,26.5,"39","135"
55549,49153,15.5,5.9,21.3,"39","147"
13142,41541,27.2,10.6,31.7,"39","163"
27825,51748,19,4.7,28.5,"39","019"
58497,49710,15,5.8,22.5,"39","077"
1257401,46720,16.3,8.9,24.3,"39","035"
23234,42105,22.4,10.4,30.9,"39","105"
54688,78848,10.6,2.8,24.7,"39","159"
35983,46477,20.1,7.6,31.8,"39","127"
57075,60314,14.7,5.2,28.1,"39","129"
85933,43325,16.9,6.9,23.7,"39","119"
28262,50974,14.4,5.3,19.3,"39","161"
14773,40276,22.9,5.5,31.2,"39","115"
92531,49460,20.4,4.9,22.3,"39","157"
37061,47593,15.8,5,19.3,"39","171"
45778,59516,12.7,3.4,19.6,"39","011"
104584,45498,16.9,7.5,25.3,"39","029"
129504,58033,10,5.5,20.1,"39","173"
53299,50893,16.9,4.2,24.4,"39","005"
115915,54037,17.1,4,20.6,"39","169"
22190,49767,16.8,4.2,21.7,"39","175"
43799,49188,17.7,6.5,36.5,"39","015"
51919,50064,17.5,5.1,23.2,"39","037"
40769,56193,11.9,4.9,23.9,"39","123"
98622,43017,19.7,7.4,25.9,"39","007"
375702,62188,10.9,5.4,24.4,"39","017"
75369,51033,14.6,6.5,21,"39","043"
15397,46223,22.8,4.9,28.3,"39","067"
374273,50117,14.8,6.7,21.8,"39","151"
104157,47905,15.5,7.2,18.9,"39","003"
75508,52831,11.2,4.5,17.1,"39","063"
202166,64183,10.5,4.4,28,"39","025"
27463,58070,12.5,4.5,22.3,"39","069"
67349,43161,20.7,7.9,25,"39","081"
162080,53816,11.5,7.2,25.5,"39","133"
39414,42744,20.5,8.5,24.4,"39","059"
28547,48073,18.6,7.4,32,"39","073"
231857,43251,17.6,8.2,21.9,"39","099"
65563,37191,15.3,8.7,20.2,"39","009"
39005,54495,12.5,7.3,25.9,"39","021"
104081,54568,13.7,5.5,20.9,"39","109"
14239,43299,27,5.9,33.9,"39","111"
1253507,56319,9.8,5.7,21.8,"39","049"
59559,50370,16,5.4,20.3,"39","143"
42296,57774,12.5,5.9,24.1,"39","051"
31576,46404,21,6.8,25.2,"39","065"
32624,43397,18.8,10.8,25.6,"39","079"
60945,51211,17.2,5.8,24.9,"39","083"
433404,44820,13.4,8.5,20.6,"39","095"
34935,52767,16,4.3,29.5,"39","117"
170678,59747,11.7,5.9,25.8,"39","089"
60871,46021,22.4,4.2,22.1,"39","167"
36602,43251,22.2,6.7,23.9,"39","031"
42231,41726,18.5,6.4,20.8,"39","033"
151526,63424,10.7,5.1,28.3,"39","045"
38311,55295,14.4,5,20.3,"39","039"
43031,42333,22.4,7.3,29.2,"39","071"
193024,100229,4.9,2.6,26.2,"39","041"
34037,61161,13.8,2.9,22.2,"39","137"
229701,61137,12.1,4.8,23.6,"39","085"
40723,57052,13.3,3.9,17.5,"39","107"
27926,36320,28.4,7.5,36.5,"39","001"
76871,38978,23.3,7.9,25.6,"39","145"
176362,71595,8.6,3.6,27.1,"39","103"
68889,46484,20.3,6.8,23.2,"39","013"
41869,49997,15.9,6.6,25.6,"39","027"
28659,44289,19.7,6.3,24,"39","047"
77125,45792,16.5,7.6,25.7,"39","141"
135520,46275,15.5,7.7,22,"39","023"
28291,43562,21.7,9.9,28.2,"39","131"
18951,49866,19.5,5,22.4,"39","125"
45323,53051,14.9,5.8,22,"39","091"
43732,62897,13.6,5.4,25.3,"39","097"
541318,53291,14.2,6.4,22.8,"39","153"
43808,58728,36.9,2.8,20.9,"39","075"
305405,54987,13.3,7,24.2,"39","093"
164825,65032,10,5.7,21,"39","057"
48902,57673,15,5.3,18,"39","149"
531987,47045,13.9,8,21.5,"39","113"
203341,45380,19.1,5.9,22.8,"39","155"
61057,45466,22.2,6.5,23.5,"39","087"
65483,44708,16.2,7.9,22,"39","101"
223868,79397,7.4,4.5,25.4,"39","165"
808703,52389,13.8,7,23.2,"39","061"
22136,33366,30.5,5.5,23.1,"40","001"
25246,37741,23.2,8,23.9,"40","133"
44293,44805,18.2,6.8,20.4,"40","137"
2221,44667,18.2,2.3,14.7,"40","025"
9680,46362,22.8,3.6,17.2,"40","011"
48407,47754,18.4,6.4,19.6,"40","019"
5666,39931,27.5,7.9,25.6,"40","029"
4458,54460,19.1,3.5,18.1,"40","053"
6018,35898,21.5,6.6,20.9,"40","055"
15510,62829,16,5.2,19,"40","073"
37919,62081,11.2,3.8,26.7,"40","087"
19874,38163,23.3,8.5,27,"40","091"
16226,45671,18.4,5.3,23.8,"40","095"
13797,51844,15.6,3.9,20.5,"40","099"
11421,52372,19.7,4.9,20.5,"40","103"
10448,41282,21.6,9.5,26.3,"40","105"
31725,38472,25.9,7.2,20,"40","115"
90098,61320,10.5,5,24.2,"40","131"
41364,37455,20.8,8.7,25.4,"40","135"
76830,59210,9.4,6.4,26.1,"40","145"
5877,57432,16.8,4.5,18.8,"40","003"
9132,57097,15.8,4.6,14,"40","151"
29437,41626,23.6,7.6,22.9,"40","015"
274024,60632,7.5,4.8,23.3,"40","027"
69471,41329,20.9,6.9,20.5,"40","101"
12160,38346,28.1,8.2,27.5,"40","107"
13899,37106,22.4,6.6,25.3,"40","005"
45068,41197,17.7,6.4,20.2,"40","013"
4904,52930,18.1,2.3,21.7,"40","043"
3843,46915,18.2,3.2,19.9,"40","059"
45173,44067,17.6,6.9,17.5,"40","071"
45326,59133,16.4,4.8,28.5,"40","083"
14563,40465,23.2,5.5,21.3,"40","035"
637123,52017,12,5.9,19.7,"40","143"
51867,50388,15.7,4.7,17.7,"40","147"
132922,69220,8.2,4.3,23.8,"40","017"
2758,38264,20.6,6.2,15.9,"40","057"
12746,38017,25.5,8.9,25.3,"40","061"
10621,40539,24.2,7.4,23.8,"40","077"
39121,39567,22.7,10,26.1,"40","111"
47350,47683,18.6,6.1,24.4,"40","113"
21409,49469,22.8,3.1,15.9,"40","139"
6270,35933,27.9,7.2,26,"40","067"
11132,35414,28.3,7.9,27,"40","127"
62421,50724,16,5.3,16.6,"40","047"
27751,42567,20.5,3.5,21.5,"40","049"
11039,38636,24.6,6.6,24.3,"40","069"
44673,44941,20.6,6.3,20.9,"40","121"
38289,46689,20.4,5.1,17.3,"40","123"
3734,51286,18.2,3.4,20.7,"40","129"
21140,57602,13.2,5.6,17.4,"40","153"
48404,39187,24.1,7.9,23.6,"40","021"
41878,38234,18.4,8.3,25.9,"40","041"
4102,50594,20.6,5.6,18.7,"40","045"
54351,55527,16,3.8,25.9,"40","051"
80634,39149,11.4,4.5,17.5,"40","119"
71614,46159,17.2,6.7,23.7,"40","125"
70899,47147,19.8,4.2,24.9,"40","037"
7591,40728,23,5.5,19.4,"40","141"
11550,51909,13.7,4.6,21.6,"40","149"
40929,45302,17.4,5.3,23.3,"40","097"
774203,50762,12.4,5.2,21.2,"40","109"
29169,48520,11.8,3.6,18.7,"40","039"
5445,52571,19.4,3.9,19.3,"40","007"
9843,49409,18.3,3.9,23.1,"40","085"
22971,49625,15.6,4.6,17,"40","009"
13519,38425,33.9,8.6,23,"40","063"
14979,30298,34.9,8.6,22.7,"40","023"
25574,45189,16.6,5.2,14.5,"40","065"
123066,49569,12.2,8.8,16.7,"40","031"
34759,47539,21.2,5.9,29.1,"40","081"
6000,49962,19.4,8.7,23,"40","033"
9127,38191,21.1,6.1,20.9,"40","075"
49860,39253,26.7,6.9,24.2,"40","079"
33026,34250,34.5,5.7,21.8,"40","089"
7730,52056,20.7,4.6,23,"40","093"
16448,46460,22.3,5.2,26.7,"40","117"
11153,54386,15.2,4.8,20.4,"41","049"
38021,49828,11.6,6.5,19.1,"41","007"
62921,40848,16.8,9.2,19.1,"41","011"
22377,42519,16.7,9.9,14.4,"41","015"
1910,39831,20.2,7.5,17.5,"41","021"
22938,57269,10,5.1,17.4,"41","027"
7807,32769,21.6,6.9,14.6,"41","037"
788459,60369,8.2,6.8,26.6,"41","051"
25810,46228,13.7,6.5,18,"41","061"
102366,58392,9.4,6.6,25.9,"41","071"
15980,43765,16.8,7.3,16,"41","001"
84514,40705,14.1,9,20.1,"41","033"
66018,42531,15.2,9.1,16.2,"41","035"
76736,50071,14.5,8.3,18,"41","059"
47307,43291,13,6.5,18.9,"41","041"
88249,54682,5.3,6.7,19.6,"41","003"
50207,57449,11.8,7.5,33.3,"41","009"
21717,41777,12.9,8.3,23.4,"41","013"
1635,42074,12.7,4.9,22.3,"41","055"
25687,48510,15.1,6.5,17.6,"41","065"
7195,39504,16.2,13.1,15.8,"41","025"
363471,47710,9.1,7.6,20.2,"41","039"
30421,37112,18.3,8.6,18.9,"41","045"
6864,44877,16.1,4.9,16.1,"41","063"
572071,74033,5.4,5.6,24.9,"41","067"
1415,33563,21,8.3,20.2,"41","069"
330453,53828,10.5,6.8,23.2,"41","047"
212070,48688,11,7.5,18.7,"41","029"
107576,44023,13.8,8.9,19.5,"41","019"
7209,44826,16.3,7.6,17.2,"41","023"
22707,48464,14.3,11.9,20.4,"41","031"
79666,56032,8.6,8.3,24.6,"41","053"
399962,72408,7.6,5.6,28.7,"41","005"
175321,59152,6.7,5.5,18.5,"41","017"
121074,49515,11.7,8.8,22.3,"41","043"
25840,45061,14.2,5.5,18.9,"41","057"
83204,75463,10.8,5.4,22.5,"44","005"
164012,69047,11.7,6.1,25.3,"44","003"
633704,52530,15.5,7.6,24.4,"44","007"
49028,74630,12.4,4.2,25.9,"44","001"
126190,77862,9.9,6,25.9,"44","009"
300941,65390,13.7,5.7,27.6,"42","095"
4754,40402,21.8,4.1,17.6,"42","023"
52880,46487,18.3,7.6,22.1,"42","121"
124736,45664,19.9,5.2,20.1,"42","013"
168161,53981,17.4,5.6,25.6,"42","007"
61546,50900,17.6,5.6,22.5,"42","015"
55687,63417,9.6,7.8,44.2,"42","103"
14631,50007,23.2,6.5,32.3,"42","057"
42070,45866,17.6,7.5,21.1,"42","083"
133160,41632,24.1,7.5,26.3,"42","051"
153003,58267,17.4,5.7,24.4,"42","055"
27760,55965,15.3,6.5,25.6,"42","131"
7388,37106,26.7,5.4,26.9,"42","053"
75619,46132,22.4,6.1,24.2,"42","111"
88231,47188,19.8,6.5,22.9,"42","073"
37338,50972,18.5,5.7,26.8,"42","059"
40570,54182,20.4,3.6,22.9,"42","109"
626486,82031,9.2,5.4,29.8,"42","017"
6192,45519,21.5,8.8,31.5,"42","113"
41550,50017,17.9,6.4,23.9,"42","117"
207661,59309,15.6,5.8,26.9,"42","125"
39321,47990,18.3,5.9,22.6,"42","035"
63987,51236,16.5,7.6,31.9,"42","025"
137616,57698,16.1,5.8,23.1,"42","075"
167306,61430,11.1,9.2,38.6,"42","089"
1569657,40649,18.7,11.3,32.9,"42","101"
442216,61707,14.5,5.4,27.1,"42","133"
115398,50634,16.9,6.2,20.2,"42","081"
245801,65544,12.4,4.2,22.1,"42","041"
135871,44943,20.9,7.5,24.1,"42","021"
41716,52014,15.2,6.7,28,"42","115"
93038,44534,23.2,5.1,23.3,"42","097"
318222,49290,19.2,7,22.1,"42","079"
356835,56702,17.5,4.9,26.3,"42","129"
1229605,56333,13.9,5.9,26.7,"42","003"
86847,47179,18.6,6,22,"42","039"
211960,48380,18.4,5.4,20.9,"42","069"
514652,92417,8.8,4.8,27.9,"42","029"
24448,50571,23.1,4.4,30.6,"42","067"
144287,47642,20.7,6.9,25.7,"42","107"
38747,44373,18.6,6.6,22.5,"42","031"
273329,57071,14.2,5.7,22,"42","043"
160646,56466,9.9,4.6,20.4,"42","027"
18302,56250,18.4,4.4,19,"42","093"
40345,45781,17.8,5.7,20.4,"42","123"
277794,48192,14.9,6.5,19.3,"42","049"
66615,48395,18.4,5.1,22.3,"42","037"
360774,60116,13.5,7,24.7,"42","077"
563384,69839,11.2,6.8,29,"42","045"
415500,59580,14.5,7.3,24.9,"42","011"
45056,53768,19.7,3.4,22.5,"42","119"
51656,52161,16.4,6.5,29.6,"42","127"
45686,46765,19.9,6.7,29.5,"42","061"
818677,84791,8.9,5.2,28.7,"42","091"
48891,48703,23.3,5.9,27.2,"42","009"
86551,46306,20.9,7.8,23,"42","063"
101589,62661,13.9,4.9,27.6,"42","001"
80539,45188,22,8.2,24.4,"42","033"
185984,66037,12.6,4.5,26.8,"42","019"
30781,49876,18.8,4.8,18.8,"42","047"
44258,45342,22.8,4.7,23.1,"42","065"
536494,61492,16,4.7,23.1,"42","071"
46452,46286,23.8,4.2,24.1,"42","087"
66737,47527,20.2,6.9,29.7,"42","005"
113623,47340,18.4,5.8,20.8,"42","085"
45878,60847,17.9,4.3,32.6,"42","099"
17070,41406,21.3,6.7,24.5,"42","105"
9694,40622,22.9,15.3,26.6,"45","065"
121449,45332,17.1,6.8,24.8,"45","077"
27772,37493,28.3,7.4,27.5,"45","087"
32256,30976,34.2,9.8,30,"45","089"
165707,47713,15.9,9,24.9,"45","003"
9402,23331,35.9,17.3,28.3,"45","005"
37914,39600,27.1,8.1,24.6,"45","071"
21788,34035,29.5,10.1,27.6,"45","011"
204632,56697,10.4,6.4,27.3,"45","015"
387847,57882,11.1,5.3,23.2,"45","019"
67572,36217,25.6,13.1,23,"45","031"
61065,46967,16.8,9.6,25.4,"45","043"
27505,33921,30,14.6,25.2,"45","069"
251664,59394,10.4,6.6,26.9,"45","091"
194174,45551,18.4,6.7,22.9,"45","007"
26620,47500,22.7,7.3,25.2,"45","037"
32424,37421,29.8,9.8,28.8,"45","023"
34156,35838,25.5,12,29.6,"45","027"
37581,34996,18.6,9.5,33.1,"45","029"
31765,31129,30,10.7,30.3,"45","067"
107379,41946,18.4,11.4,22.3,"45","085"
281870,57482,11.7,6,25.5,"45","063"
56549,35286,26.2,7.8,22.1,"45","021"
46127,38469,26.2,9,23.9,"45","025"
69981,39196,19.7,9.7,22.2,"45","047"
27465,39740,23.9,10.7,30.8,"45","053"
310186,46475,11.1,7.1,22,"45","051"
63734,46565,18.8,7,26.8,"45","055"
17897,31963,30.9,9,26.8,"45","061"
89116,34943,28,9.7,28,"45","075"
297732,47575,15.8,6.2,22.7,"45","083"
24788,35254,25.4,9.4,25.8,"45","001"
14842,32330,29.6,6.5,24.4,"45","009"
179316,60603,8.7,6.3,22.4,"45","013"
14808,44010,27.2,6.5,28.1,"45","017"
31073,30866,30,9.1,23.7,"45","033"
20228,41885,31.5,6.7,29.8,"45","081"
404869,52082,10,7.7,21.4,"45","079"
22868,35551,27.7,9.3,31.1,"45","039"
20066,32147,27.9,9.7,31.7,"45","049"
75926,43978,18.3,6.6,24.6,"45","073"
490332,53739,14.6,5.5,22.2,"45","045"
86544,50557,17.9,7.7,29.1,"45","057"
151716,58685,11.4,6.2,28.8,"45","035"
138537,43310,20.2,9.5,23.1,"45","041"
66508,40580,21.2,7.9,24.3,"45","059"
3275,38041,35.8,12,12.6,"46","071"
